Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras mensagens no app) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras mensagens no app) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras mensagens no app) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outras mensagens no app) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras mensagens no app) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras mensagens no app) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras mensagens no app) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Fotos) / Os dados são coletados, compartilhados ou ambos? / Coletados"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Fotos) / Os dados são coletados, compartilhados ou ambos? / Compartilhados"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso e tratamento de dados (Fotos) / Os dados são processados de maneira efêmera?
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Uso e tratamento de dados (Fotos) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / Os usuários podem escolher se os dados são coletados"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Uso e tratamento de dados (Fotos) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / A coleta de dados é obrigatória: os usuários não podem desativá-la"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Fotos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Fotos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso e tratamento de dados (Fotos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Vídeos) / Os dados são coletados, compartilhados ou ambos? / Coletados"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Vídeos) / Os dados são coletados, compartilhados ou ambos? / Compartilhados"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso e tratamento de dados (Vídeos) / Os dados são processados de maneira efêmera?
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Uso e tratamento de dados (Vídeos) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / Os usuários podem escolher se os dados são coletados"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Uso e tratamento de dados (Vídeos) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / A coleta de dados é obrigatória: os usuários não podem desativá-la"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso e tratamento de dados (Vídeos) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Gravações de voz ou sons) / Os dados são coletados, compartilhados ou ambos? / Coletados"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Gravações de voz ou sons) / Os dados são coletados, compartilhados ou ambos? / Compartilhados"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso e tratamento de dados (Gravações de voz ou sons) / Os dados são processados de maneira efêmera?
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Uso e tratamento de dados (Gravações de voz ou sons) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / Os usuários podem escolher se os dados são coletados"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Uso e tratamento de dados (Gravações de voz ou sons) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / A coleta de dados é obrigatória: os usuários não podem desativá-la"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso e tratamento de dados (Gravações de voz ou sons) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Arquivos de música) / Os dados são coletados, compartilhados ou ambos? / Coletados"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Arquivos de música) / Os dados são coletados, compartilhados ou ambos? / Compartilhados"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso e tratamento de dados (Arquivos de música) / Os dados são processados de maneira efêmera?
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Uso e tratamento de dados (Arquivos de música) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / Os usuários podem escolher se os dados são coletados"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Uso e tratamento de dados (Arquivos de música) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / A coleta de dados é obrigatória: os usuários não podem desativá-la"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso e tratamento de dados (Arquivos de música) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outros arquivos de áudio) / Os dados são coletados, compartilhados ou ambos? / Coletados"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outros arquivos de áudio) / Os dados são coletados, compartilhados ou ambos? / Compartilhados"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso e tratamento de dados (Outros arquivos de áudio) / Os dados são processados de maneira efêmera?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Uso e tratamento de dados (Outros arquivos de áudio) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / Os usuários podem escolher se os dados são coletados"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Uso e tratamento de dados (Outros arquivos de áudio) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / A coleta de dados é obrigatória: os usuários não podem desativá-la"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outros arquivos de áudio) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outros arquivos de áudio) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outros arquivos de áudio) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outros arquivos de áudio) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outros arquivos de áudio) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Publicidade ou marketing
